物料编码,物料名称,厂家产品码,计量单位,结算价,数量
2001000843,燃油滤清器,JF10231N,个,41.2,
1601000597,机油滤清器,JO01231,个,13.8,
1602001888,空气滤清器,JA02412,个,26.3,
1602001593,空气滤清器,JA04623,个,12.1,
1602001949,空气滤清器,JA04621,个,15.5,
1503001016,空调滤清器,JC09523/JC09523L,个,23.5,
1602030002,空气滤清器,JA04721,个,16.1,
1601000683,机油滤清器,JO05521,个,9,
1503001249,空调滤清器,JC00756,个,13.26,
1601000669,机油滤清器,JO07261,个,10,
1602030001,空气滤清器,JA08612,个,12.1,
1601000604,机油滤清器,JO01122,个,13,
1503030042,空调滤清器,JC04523H,个,11.8,
1503001225,空调滤清器,JC00416/JC00416L,个,20.1,
1503030102,空调滤清器,JC00154H,个,16.3,
1602001883,空气滤清器,JA00256,个,8.1,
1503000945,空调滤清器,JC02931,个,13.1,
1503001044,空调滤清器,JC02443/JC02443H,个,24.3,
1601000663,机油滤清器,JO02621,个,14.3,
1602001799,空气滤清器,JA07756,个,10.02,
1602001366,空气滤清器,JA06531,个,14.9,
1601000473,机油滤清器,HU6002z,个,27.4,
1503000923,空调滤清器,JC02021/JC02021L,个,16.8,
1602001861,空气滤清器,JA04416,个,13.8,
1602001729,空气滤清器,JA03554,个,11.3,
1503001229,空调滤清器,JC00154/JC00154L,个,16.3,
1503001080,空调滤清器,JC01254,个,11.8,
1503001091,空调滤清器,JC02311/JC02311L,个,19.3,
1503001159,空调滤清器,JC12956,个,11,
2001000948,燃油滤清器,JF00111,个,10.8,
1602001775,空气滤清器,JA03056,个,13.3,
1601000636,机油滤清器,JO00344,个,18.4,
1602001662,空气滤清器,JA04645,个,16.5,
1503030137,空调滤清器,JC09256H,个,11.2,
2001000829,燃油滤清器,JF12941N,个,199.7,
1602001959,空气滤清器,JA05243,个,19,
2001000708,燃油滤清器,JF01821,个,34.8,
1602002030,空调滤清器,JC00323H,个,20.1,
1503001157,空调滤清器,JC12456,个,11.5,
1602001815,空气滤清器,JA10156,个,10.3,
1601000488,机油滤清器,HU826x,个,55.54,
1503001241,空调滤清器,JC00332,个,12.9,
1503000830,空调滤清器,JC06112,个,10.8,
2001000734,燃油滤清器,JF00413M,个,7.2,
1503000878,空调滤清器,CUK2847,个,56.32,
1503001224,空调滤清器,JC00147/JC00147L,个,17.5,
1602001342,空气滤清器,JA04841,个,24.8,
1602001522,空气滤清器,JA04431,个,18.3,
1602001864,空气滤清器,JA01822,个,14.3,
1503030013,空调滤清器,JC04811H,个,11.7,
2001000741,燃油滤清器,JF00552,个,19.8,
1602001399,空气滤清器,C30003,个,127.88,
1602030022,空气滤清器,JA05643,个,24.9,
1602030041,空气滤清器,JA05843,个,26,
1602002034,空气滤清器,JA02223,个,20.2,
1503030096,空调滤清器,JC02142H,个,17.8,
1503030079,空调滤清器,JC02842H,个,12.6,
1503001059,空调滤清器,JC01945,个,20.8,
1601000684,机油滤清器,JO00156,个,6.8,
1602001839,空气滤清器,JA14056,个,10.2,
2001000742,燃油滤清器,JF00643,个,70,
1602001571,空气滤清器,JA00663,个,17.3,
1602001451,空气滤清器,JA08012,个,12.3,
1601000530,机油滤清器,JO02723,个,13,
2001000730,燃油滤清器,JF02423,个,17.6,
1602001358,空气滤清器,JA00631,个,7.5,
1602001757,空气滤清器,JA05911,个,12.81,
1602001326,空气滤清器,JA06512,个,15.5,
1601000586,机油滤清器,JO04341,个,14,
1602001739,空气滤清器,JA02511,个,14.3,
1602001463,空气滤清器,JA02341,个,9.8,
1602001945,空气滤清器,JA06411,个,10.3,
1602001606,空气滤清器,JA07823,个,18.3,
1602001746,空气滤清器,JA04111,个,12.8,
1602002023,空气滤清器,JA00421,个,26.8,
1601000621,机油滤清器,JO01443,个,15.4,
1602001785,空气滤清器,JA04856,个,8.5,
2001000769,燃油滤清器,JF01256,个,8.8,
1602030042,空气滤清器,JA00723,个,21.1,
1602001537,空气滤清器,JA01122,个,17.1,
1602001681,空气滤清器,JA01214,个,12.72,
1503030015,空调滤清器,JC02321H,个,16.3,
1602001546,空气滤清器,JA00742,个,12.3,
1602030066,空气滤清器,JA01714,个,15.2,
2001000745,燃油滤清器,JF00311,个,10.3,
1602030025,空气滤清器,JA00321,个,97.9,
1601000673,机油滤清器,JO02821,个,12.4,
1503000966,空调滤清器,JC02722/JC02722H,个,18.3,
1601000640,机油滤清器,JO02345,个,12.4,
1602001584,空气滤清器,JA02823,个,22.3,
1602001569,空气滤清器,JA01832,个,15.3,
2001000762,燃油滤清器,JF02055,个,21,
1503001087,空调滤清器,JC05454,个,9.9,
1602001963,空气滤清器,JA15256,个,8.9,
1601000582,机油滤清器,JO03441,个,14,
1503001124,空调滤清器,JC20456,个,11.8,
1503030034,空调滤清器,JC02623H,个,23.3,
1503001252,空调滤清器,JC00211H,个,17.8,
1602030021,空气滤清器,JA00146,个,23.6,
1602002005,空气滤清器,JA00512,个,15.3,
1602002025,空调滤清器,JC00543H,个,53.9,
1601000682,机油滤清器,JO05121,个,10.6,
1602001634,空气滤清器,JA00253,个,20.1,
1602001927,空气滤清器,JA00811,个,14.8,
1602001640,空气滤清器,JA00343,个,20.3,
2001000760,燃油滤清器,JF01755,个,12.2,
1503001102,空调滤清器,JC06156,个,8.8,
1503001139,空调滤清器,JC03331,个,21.3,
1602001802,空气滤清器,JA08156,个,12.8,
1602001673,空气滤清器,JA00246,个,22.3,
1602001707,空气滤清器,JA05214,个,19.3,
1601000490,机油滤清器,HU925/4x,个,26.75,
1602001496,空气滤清器,JA01021,个,14.3,
1602001599,空气滤清器,JA05623,个,22.3,
1503001072,空调滤清器,JC04245/JC04245H,个,31.1,
1503001230,空调滤清器,JC00144/JC00144H,个,42.3,
1602001511,空气滤清器,JA00331,个,13.3,
1602001632,空气滤清器,JA00752,个,26.3,
1602001763,空气滤清器,JA00856,个,8.1,
1602030063,空气滤清器,JA04654,个,14.2,
1602001719,空气滤清器,JA01954,个,10.2,
1602001913,空气滤清器,JA04923,个,15.8,
1602001933,空气滤清器,JA03756,个,11.8,
1602030006,空气滤清器,JA12423,个,21.1,
1602030026,空气滤清器,JA00147,个,14.9,
1503001018,空调滤清器,JC09723/JC09723L,个,18.1,
2001000808,燃油滤清器,JF02112,个,11.32,
1503030072,空调滤清器,JC02053H,个,11.8,
1503001226,空调滤清器,JC00163/JC00163H,个,27.8,
1503030065,空调滤清器,JC03445H,个,12.3,
1602001360,空气滤清器,JA01131,个,14.61,
1602001939,空气滤清器,JA00451,个,13.3,
1602001641,空气滤清器,JA00443,个,30.3,
1601040023,机油滤清器,HU821x,个,47.79,
1602001523,空气滤清器,JA05631,个,14.3,
2001000707,燃油滤清器,JF01521,个,34.6,
1503030134,空调滤清器,JC01154H,个,12.1,
1503030171,空调滤清器,JC00354H,个,20.8,
1503001169,空调滤清器,JC02242/JC02242H,个,17.5,
1503001184,空调滤清器,JC04145/JC04145H,个,29.3,
1602001840,空气滤清器,JA14156,个,15.15,
2001000770,燃油滤清器,JF01356,个,8.9,
1602030046,空气滤清器,JA02142,个,12.8,
1503030058,空调滤清器,JC06013H,个,17.9,
1503030068,空调滤清器,JC02942H,个,15.8,
1503030138,空调滤清器,JC09456H,个,11.6,
1503030167,空调滤清器,JC00355H,个,15,
2001000753,燃油滤清器,JF00555,个,5.9,
1602001838,空气滤清器,JA13956,个,15.33,
2001000718,燃油滤清器,JF00732,个,23,
1503030067,空调滤清器,JC02247H,个,13.4,
1503030016,空调滤清器,JC02731H,个,24.3,
1503030073,空调滤清器,JC09023H,个,23.4,
1503030131,空调滤清器,JC01644H,个,28.3,
1602030018,空气滤清器,JA05543,个,34.5,
1602030065,空气滤清器,JA01611,个,19,
1601000693,机油滤清器,JO00243,个,14,
1602002036,空气滤清器,JA00555,个,18.8,
1602001691,空气滤清器,JA03114,个,16.5,
1601040015,机油滤清器,HU7029z,个,34.6,
1601000675,机油滤清器,JO01021,个,10.6,
1503030136,空调滤清器,JC09156H,个,11.4,
1601040008,机油滤清器,W712/92,个,15.68,
1602001302,空气滤清器,JA02256,个,9.8,
2001000757,燃油滤清器,JF01455,个,6.5,
2001000746,燃油滤清器,JF00711,个,10,
1601000495,机油滤清器,W7015,个,44.7,
1601000522,机油滤清器,JO02431,个,8.1,
1602001855,空气滤清器,JA01716,个,12.1,
1601000570,机油滤清器,JO03161,个,6.7,
1601000476,机油滤清器,HU711/6z,个,26.75,
1602001944,空气滤清器,JA06311,个,10.9,
1503030139,空调滤清器,JC12156H,个,13.9,
1602001921,空气滤清器,JA00646,个,17.6,
1602001744,空气滤清器,JA03911,个,14.3,
1602001664,空气滤清器,JA05045,个,35.3,
1602001379,空气滤清器,JA01742,个,11.1,
1601000560,机油滤清器,JO00856,个,5.6,
1503000989,空调滤清器,JC02123/JC02123L,个,20.5,
1602001996,空气滤清器,JA01956,个,12.8,
1601000601,机油滤清器,JO02131,个,11.7,
1601000680,机油滤清器,JO04721,个,7.7,
1602001817,空气滤清器,JA10356,个,10.02,
1601000677,机油滤清器,JO00261,个,10.3,
1503030009,空调滤清器,JC01163H,个,10.1,
1602001778,空气滤清器,JA03556,个,9.84,
2001000809,燃油滤清器,JF02256,个,8.86,
1503000894,空调滤清器,JC04912/JC04912L,个,15.5,
1602001755,空气滤清器,JA05711,个,12.8,
1602001559,空气滤清器,JA00332,个,10.3,
1503001121,空调滤清器,JC13456,个,11,
1503000994,空调滤清器,JC03123/JC03123L,个,16.8,
1601000475,机油滤清器,HU711/51x,个,26.2,
1503001096,空调滤清器,JC04711,个,8.6,
1503001092,空调滤清器,JC02411/JC02411L,个,21.3,
2001000700,燃油滤清器,JF00621,个,12,
1602001248,空气滤清器,JA03223,个,17.3,
1601000681,机油滤清器,JO04921,个,8.5,
1503001103,空调滤清器,JC06256,个,8.8,
1602001750,空气滤清器,JA05211,个,16.3,
1503000872,空调滤清器,CUK2641,个,73.77,
1503030140,空调滤清器,JC12556H,个,14.1,
1602001846,空气滤清器,JA14756,个,11.3,
1503030147,空调滤清器,JC03116H,个,14.2,
2001000796,燃油滤清器,JF01341,个,47,
1503000871,空调滤清器,CUK2533-2,个,183.73,
1602001508,空气滤清器,JA04521,个,24.3,
1503000880,空调滤清器,CUK2939,个,43.33,
1503000869,空调滤清器,CUK2450,个,59.58,
1601040006,机油滤清器,HU8001x,个,54.74,
1602001407,空气滤清器,C32130,个,55.74,
1602001784,空气滤清器,JA04756,个,13.3,
2001000840,燃油滤清器,JF05931N,个,47,
1602001395,空气滤清器,C27125,个,97.02,
1602001413,空气滤清器,C3698/3-2,个,99.44,
1602030052,空气滤清器,JA02723,个,10.5,
1503000882,空调滤清器,CUK3023-2,个,105.84,
1602002000,空气滤清器,JA00314,个,17.3,
1602002033,空气滤清器,JA02123,个,19.7,
1114110023,机油滤清器,OC 576,个,11,
1503001161,空调滤清器,JC20556,个,11.1,
1114110007,机油滤清器,OC 1377,个,13.5,
1503030039,空调滤清器,JC03442H,个,22,
1602001699,空气滤清器,JA04414,个,13.3,
1602001765,空气滤清器,JA01556,个,6.8,
2001000853,燃油滤清器,JF04113N,个,128.8,
1503000995,空调滤清器,JC04023/JC04023L,个,32.7,
1602001749,空气滤清器,JA05111,个,13.1,
1602001727,空气滤清器,JA03254,个,9.8,
1602001480,空气滤清器,JA06141,个,20.3,
1602001731,空气滤清器,JA00257,个,14.5,
1503001202,空调滤清器,JC06213/JC06213H,个,17.8,
1602001713,空气滤清器,JA00654,个,8.8,
1114110025,机油滤清器,OC 578,个,19.5,
2001000774,燃油滤清器,JF02156,个,27.5,
2001000720,燃油滤清器,JF00223,个,8.2,
1602001671,空气滤清器,JA05745,个,29.3,
2001000821,燃油滤清器,JF05312N,个,78,
1503030144,空调滤清器,JC02616H,个,17,
1503001189,空调滤清器,JC06356,个,11.3,
2001000711,燃油滤清器,JF00531,个,11.2,
1602030051,空气滤清器,JA05121,个,13.4,
1602001649,空气滤清器,JA01243,个,24.3,
1602001925,空气滤清器,JA02754,个,13.1,
2001000743,燃油滤清器,JF00314,个,13.7,
2001000713,燃油滤清器,JF01231,个,15,
1602001375,空气滤清器,JA01622,个,17.1,
1503001193,空调滤清器,JC03145,个,23.3,
1602001893,空气滤清器,JA08412,个,15.8,
2001000803,燃油滤清器,JF00756,个,14.3,
1503000980,空调滤清器,JC02832,个,11.1,
1503030069,空调滤清器,JC02522H,个,16.2,
2001000681,燃油滤清器,WK515,个,158.54,
1503001061,空调滤清器,JC02745/JC02745H,个,36.8,
1503001240,空调滤清器,JC00122/JC00122H,个,19.8,
1503000877,空调滤清器,CUK2842,个,75.46,
1602030043,空气滤清器,JA05021,个,23.2,
1503000879,空调滤清器,CUK29005,个,125.87,
1602001396,空气滤清器,C28125,个,81.66,
1503030176,空调滤清器,JC00151H,个,15.4,
1602001415,空气滤清器,C39002,个,90.94,
2001000941,燃油滤清器,JF16256N,个,16.8,
1503030045,空调滤清器,JC06623H,个,21.8,
1503030106,空调滤清器,JC00221H,个,22,
1602030072,空气滤清器,JA00144,个,41.6,
1601000513,机油滤清器,JO00321,个,7.9,
1601000679,机油滤清器,JO04221,个,11.3,
1602001819,空气滤清器,JA10556,个,9.3,
1503001125,空调滤清器,JC20656/JC20656H,个,14.5,
1602001674,空气滤清器,JA00346,个,22.26,
