21008053,圣经解读                                    ,2
21008054,世界电影史                                   ,3
21008055,世界文学中的善与恶                               ,2
21008056,世说新语                                    ,2
21008057,书法                                      ,2
21008058,说文解字                                    ,2
21008059,苏辛词                                     ,2
21008060,台湾电影与社会文化                               ,2
21008061,台湾民间信仰                                  ,2
21008062,台湾文学                                    ,2
21008063,唐代文化概论                                  ,2
21008064,唐诗宋词导读                                  ,2
21008065,外国文学                                    ,2
21008066,外国文学名著选读                                ,2
21008067,外国文学史                                   ,3
21008068,外国文学作品精读                                ,2
21008069,魏晋南北朝志怪小说                               ,2
21008070,文化创意产业研究                                ,2
21008071,文学分析                                    ,2
21008072,文学跨学科研究                                 ,2
21008073,文学理论                                    ,3
21008074,文学评论写作                                  ,2
21008075,文学文化解读                                  ,2
21008076,文艺美学                                    ,2
21008077,文艺评论写作                                  ,2
21008078,文字学                                     ,2
21008079,西方大众文化与宗教                               ,2
21008080,西方古典文艺理论                                ,2
21008081,西方近代经典研读                                ,4
21008082,西方经典和科学术语的起源                            ,2
21008083,西方文化与宗教专题                               ,2
21008084,西方文论原著选读                                ,2
21008085,西方文学理论史                                 ,3
21008086,西方文学原著选读                                ,2
21008087,西方文艺理论史                                 ,3
21008088,西方戏剧鉴赏                                  ,2
21008089,西方戏剧经典                                  ,2
21008090,西方现当代文艺理论                               ,2
21008091,西方语言学流派                                 ,3
21008092,戏剧概论                                    ,2
21008093,现代汉语                                    ,2
21008094,现代汉字学                                   ,2
21008095,现代诗选                                    ,2
21008096,现代小说                                    ,2
21008097,香港电影研究                                  ,2
21008098,香港文学                                    ,3
21008099,训诂学                                     ,2
21008100,亚里士多德著作研读                               ,2
21008101,艺术欣赏                                    ,2
21008102,音韵学                                     ,2
21008103,英美文学史                                   ,3
21008104,英语语法                                    ,2
21008105,影视美学导论                                  ,3
21008106,影视文学                                    ,2
21008107,影视文学评论写作                                ,3
21008108,影视艺术导论                                  ,3
21008109,语言管理                                    ,2
21008110,语言学概论                                   ,3
21008111,语音学                                     ,2
21008112,中国当代文学史                                 ,3
21008113,中国电影简史                                  ,3
21008114,中国古代典籍研读                                ,2
21008115,中国古代经典导读                                ,2
21008116,中国古代文论要籍选读                              ,2
21008117,中国古代文体                                  ,2
21008118,中国古代文学理论史                               ,3
21008119,中国古代文学史                                 ,3
21008120,中国古代文学作品精读                              ,2
21008121,中国集部经典研读                                ,2
21008122,中国经部经典                                  ,2
21008123,中国经部经典研读                                ,2
21008124,中国经典训读                                  ,4
21008125,中国史部经典研读                                ,4
21008126,中国文学理论史                                 ,4
21008127,中国文学名著赏析                                ,2
21008128,中国文学专题                                  ,2
21008129,中国现代文学史                                 ,2
21008130,中国现当代文学作品精读                             ,2
21008131,中国语言文学专业引介                              ,1
21008132,中国子部经典                                  ,2
21008133,中国子部经典研读                                ,2
21009001,悖论研究                                    ,2
21009002,禅与茶                                     ,2
21009003,大众文化研究导论                                ,2
21009004,当代国外社会思潮                                ,2
21009005,当代哲学热点问题                                ,2
21009006,当代政治哲学                                  ,2
21009007,当代中国思想史                                 ,2
21009008,道德与价值                                   ,3
21009009,道家与道教文化                                 ,2
21009010,道教概论                                    ,2
21009011,道教仪式概论                                  ,2
21009012,道教与中国民间宗教                               ,2
21009013,德国哲学                                    ,3
21009014,电影传播理论                                  ,3
21009015,东方伦理思想                                  ,2
21009016,法律伦理学                                   ,2
21009017,佛典导读                                    ,2
21009018,佛教概论                                    ,2
21009019,佛教历史与思想                                 ,3
21009020,佛教历史与文化                                 ,2
21009021,佛教史                                     ,3
21009022,佛教文化                                    ,2
21009023,佛教艺术                                    ,2
21009024,佛学概论                                    ,2
21009025,佛学史                                     ,2
21009026,管理哲学                                    ,3
21009027,管理哲学导论                                  ,2
